grupo, algorithm, heuristic,domain, instance, cost,h0, generated, time, gen_per_sec
x, ida, Gap, pancake28, '1 18 9 22 19 12 16 11 26 20 13 14 5 25 24 17 6 2 10 0 4 21 7 8 15 23 27 3', 26, 25, 57615, 0.003409, 1.69009e+07
x, ida, Gap, pancake28, '14 2 27 3 1 10 8 15 19 16 26 12 24 7 21 4 0 6 22 13 23 5 11 9 18 17 20 25', 28, 27, 748165, 0.043721, 1.71123e+07
x, ida, Gap, pancake28, '5 27 18 10 4 22 19 13 9 2 0 26 8 1 17 7 25 11 21 20 15 16 12 6 23 24 3 14', 25, 25, 5415, 0.000368, 1.47147e+07
x, ida, Gap, pancake28, '2 4 10 26 6 18 1 17 11 14 19 22 0 15 23 21 16 13 27 24 8 25 7 3 12 20 5 9', 29, 28, 95935, 0.005932, 1.61725e+07
x, ida, Gap, pancake28, '7 25 2 26 11 24 1 0 4 8 10 19 18 5 27 17 13 21 15 6 14 9 12 3 16 23 22 20', 26, 25, 15307, 0.000877, 1.74538e+07
x, ida, Gap, pancake28, '8 2 13 3 11 4 19 17 9 18 27 25 23 22 14 1 15 12 26 0 5 16 6 10 24 21 20 7', 26, 26, 20556, 0.001188, 1.7303e+07
x, ida, Gap, pancake28, '6 12 7 17 15 20 3 24 16 18 8 10 21 22 9 19 4 0 11 27 2 26 13 1 25 14 23 5', 28, 27, 61119, 0.003565, 1.71442e+07
x, ida, Gap, pancake28, '9 21 19 8 7 6 12 13 1 3 26 4 15 5 22 23 11 16 25 27 14 0 10 17 18 24 2 20', 24, 23, 6038, 0.000348, 1.73506e+07
x, ida, Gap, pancake28, '11 17 27 4 21 2 23 16 26 7 24 18 6 25 19 1 0 10 9 15 12 5 13 8 14 3 22 20', 27, 26, 372408, 0.022285, 1.67112e+07
x, ida, Gap, pancake28, '0 12 23 18 22 6 25 4 7 8 2 3 1 11 16 9 17 26 20 21 13 27 10 14 5 24 19 15', 26, 25, 224093, 0.013577, 1.65053e+07
x, ida, Gap, pancake28, '8 3 11 9 2 21 23 24 1 13 19 27 6 5 7 17 22 10 14 25 26 15 18 4 20 0 12 16', 26, 25, 45327, 0.002631, 1.72281e+07
x, ida, Gap, pancake28, '13 10 1 18 23 27 8 6 17 21 12 2 16 7 25 11 15 22 0 5 9 14 20 3 26 24 4 19', 29, 28, 96994, 0.005643, 1.71884e+07
x, ida, Gap, pancake28, '8 7 12 24 25 5 23 4 13 0 27 18 14 19 16 2 15 1 21 26 20 6 10 3 22 11 9 17', 27, 26, 111772, 0.006376, 1.75301e+07
x, ida, Gap, pancake28, '21 6 4 17 23 20 13 12 5 22 8 7 18 14 27 16 9 24 25 15 3 1 10 11 26 0 2 19', 25, 24, 239074, 0.014205, 1.68303e+07
x, ida, Gap, pancake28, '5 27 25 16 15 20 22 8 24 14 18 26 6 11 21 9 3 4 17 19 7 10 23 13 0 12 2 1', 26, 25, 35694, 0.002032, 1.75659e+07
x, ida, Gap, pancake28, '14 20 12 4 9 8 3 7 5 13 26 2 23 22 21 18 25 19 6 17 27 11 15 0 10 1 24 16', 26, 25, 38705, 0.002215, 1.7474e+07
x, ida, Gap, pancake28, '3 19 10 21 26 16 23 24 5 7 18 22 11 8 15 1 4 20 9 12 0 2 27 25 14 13 17 6', 27, 26, 32665, 0.002071, 1.57726e+07
x, ida, Gap, pancake28, '11 24 4 16 18 10 1 15 0 13 3 9 23 12 20 19 26 27 7 17 25 21 6 2 14 8 22 5', 27, 26, 1004941, 0.060572, 1.65909e+07
x, ida, Gap, pancake28, '19 20 2 9 16 14 27 12 24 26 3 0 25 11 17 5 21 22 10 4 8 23 1 18 7 13 15 6', 27, 26, 50659, 0.002892, 1.75169e+07
x, ida, Gap, pancake28, '3 26 4 6 22 14 25 11 13 21 0 17 10 5 7 24 19 9 2 23 1 15 12 18 20 8 16 27', 27, 27, 58538, 0.003556, 1.64618e+07
x, ida, Gap, pancake28, '14 5 1 16 19 23 15 4 8 20 6 17 24 2 10 25 0 7 18 21 11 13 9 3 27 26 12 22', 28, 27, 603192, 0.035181, 1.71454e+07
x, ida, Gap, pancake28, '25 14 11 17 3 9 7 26 5 1 0 21 20 8 24 18 10 16 27 23 4 6 15 22 19 2 12 13', 26, 25, 248962, 0.014902, 1.67066e+07
x, ida, Gap, pancake28, '17 20 25 19 5 12 10 7 6 3 9 11 0 24 26 18 4 14 22 21 13 2 27 1 23 8 16 15', 26, 25, 108008, 0.006195, 1.74347e+07
x, ida, Gap, pancake28, '4 14 3 11 7 12 0 21 19 1 8 27 16 10 9 18 25 13 20 17 22 23 5 2 24 6 15 26', 27, 26, 160677, 0.009487, 1.69365e+07
x, ida, Gap, pancake28, '4 18 23 25 20 7 24 6 16 11 27 17 19 3 13 12 2 1 0 15 22 26 8 9 21 10 14 5', 25, 24, 36455, 0.002201, 1.65629e+07
x, ida, Gap, pancake28, '15 0 5 23 20 4 1 10 16 7 24 26 25 27 9 14 13 8 18 11 2 22 6 12 17 3 21 19', 28, 26, 3976073, 0.22648, 1.7556e+07
x, ida, Gap, pancake28, '21 3 13 20 26 23 16 17 18 25 4 6 15 1 9 5 19 7 0 27 24 22 10 2 12 14 8 11', 27, 26, 122502, 0.007059, 1.7354e+07
x, ida, Gap, pancake28, '14 22 9 6 4 18 10 2 21 16 8 25 12 26 3 15 0 1 13 19 24 27 5 20 11 23 7 17', 28, 27, 204365, 0.011767, 1.73676e+07
x, ida, Gap, pancake28, '8 24 1 27 14 10 22 2 17 12 9 26 13 16 6 23 25 21 0 7 19 3 20 15 18 4 5 11', 27, 27, 25575, 0.001648, 1.55188e+07
x, ida, Gap, pancake28, '2 17 5 6 19 14 27 18 1 20 23 12 22 16 24 10 7 3 26 21 13 25 8 11 0 15 9 4', 27, 27, 75555, 0.004358, 1.73371e+07
x, ida, Gap, pancake28, '21 26 24 16 14 10 8 0 4 19 17 2 11 6 23 1 20 18 9 5 3 25 15 7 27 22 12 13', 27, 27, 25240, 0.00145, 1.74069e+07
x, ida, Gap, pancake28, '24 21 11 19 18 2 15 27 5 0 16 7 1 26 13 8 14 25 3 17 12 20 10 23 9 6 4 22', 28, 27, 91740, 0.005274, 1.73948e+07
x, ida, Gap, pancake28, '15 12 0 5 10 20 25 26 4 14 11 9 19 6 21 13 27 3 1 2 23 18 17 7 24 16 8 22', 25, 25, 5318, 0.000317, 1.6776e+07
x, ida, Gap, pancake28, '27 19 6 5 8 10 0 4 13 22 17 14 2 11 12 20 24 21 23 15 7 9 3 18 16 25 1 26', 27, 26, 35527, 0.002271, 1.56438e+07
x, ida, Gap, pancake28, '17 24 15 3 16 9 10 13 11 2 6 12 1 5 18 8 19 25 0 4 7 23 27 22 20 26 14 21', 27, 27, 4753, 0.000303, 1.56865e+07
x, ida, Gap, pancake28, '23 24 25 13 9 2 16 8 15 27 0 7 3 20 21 4 14 11 22 1 17 26 18 12 5 6 19 10', 25, 24, 47460, 0.002807, 1.69077e+07
x, ida, Gap, pancake28, '2 11 18 5 21 25 13 0 22 7 9 16 26 1 14 4 8 24 23 6 15 12 3 17 20 27 19 10', 28, 27, 312721, 0.018242, 1.71429e+07
x, ida, Gap, pancake28, '16 11 23 4 13 17 26 2 20 18 24 7 0 14 8 25 15 19 12 1 27 5 6 3 22 9 21 10', 27, 27, 15505, 0.000888, 1.74606e+07
x, ida, Gap, pancake28, '1 20 18 25 12 22 11 4 7 8 21 26 5 14 9 10 0 13 23 3 15 17 27 16 19 6 2 24', 27, 26, 21160, 0.001344, 1.5744e+07
x, ida, Gap, pancake28, '1 18 7 9 3 14 21 12 17 26 25 11 8 13 4 24 16 22 23 27 6 20 0 5 19 10 15 2', 27, 26, 424819, 0.025208, 1.68525e+07
x, ida, Gap, pancake28, '20 2 16 9 10 6 7 1 4 22 15 5 3 19 17 18 27 14 8 12 24 13 23 0 11 26 21 25', 26, 25, 778048, 0.045048, 1.72715e+07
x, ida, Gap, pancake28, '2 20 12 26 9 15 13 22 1 4 19 24 10 21 27 11 6 0 16 14 25 3 23 18 8 17 7 5', 28, 28, 19950, 0.001315, 1.51711e+07
x, ida, Gap, pancake28, '1 11 25 17 15 2 24 7 21 10 6 22 16 4 13 19 0 20 14 12 3 23 18 5 8 9 26 27', 26, 25, 23649, 0.001428, 1.65609e+07
x, ida, Gap, pancake28, '25 12 4 9 13 5 6 20 19 8 26 15 7 24 0 3 1 2 23 27 22 10 14 16 18 11 17 21', 25, 25, 9240, 0.000694, 1.33141e+07
x, ida, Gap, pancake28, '9 8 21 27 24 1 7 3 13 14 12 17 5 22 15 18 16 20 10 0 4 26 2 25 11 19 6 23', 26, 26, 4925, 0.000287, 1.71603e+07
x, ida, Gap, pancake28, '18 2 7 13 11 19 24 21 22 23 4 20 25 17 10 16 6 5 0 8 15 9 14 3 12 26 1 27', 25, 24, 11500, 0.000682, 1.68622e+07
x, ida, Gap, pancake28, '26 19 21 9 1 5 22 16 0 18 23 4 27 3 6 11 25 13 8 17 24 2 15 20 12 7 10 14', 29, 28, 108036, 0.006249, 1.72885e+07
x, ida, Gap, pancake28, '25 8 27 15 17 18 16 20 6 5 13 19 14 24 3 7 9 10 0 23 11 2 22 26 4 12 21 1', 26, 25, 135257, 0.008328, 1.62412e+07
x, ida, Gap, pancake28, '1 27 15 9 6 5 19 4 3 18 21 20 26 17 22 8 23 16 0 13 25 11 2 12 14 10 7 24', 25, 25, 5634, 0.000384, 1.46719e+07
x, ida, Gap, pancake28, '3 26 8 6 5 16 25 12 23 20 10 21 13 0 22 19 17 11 7 4 15 14 1 9 24 2 18 27', 26, 25, 22683, 0.001349, 1.68147e+07
x, ida, Gap, pancake28, '25 3 27 14 20 0 19 17 6 21 1 15 22 4 10 5 12 24 7 8 26 11 2 9 16 13 23 18', 28, 27, 41810, 0.002429, 1.72128e+07
x, ida, Gap, pancake28, '15 3 22 14 24 9 10 27 19 25 17 26 23 8 11 20 7 21 1 18 0 13 16 4 2 6 12 5', 27, 27, 12832, 0.000781, 1.64302e+07
x, ida, Gap, pancake28, '15 17 6 27 1 19 20 16 23 3 12 0 25 22 18 5 4 10 14 24 26 13 2 8 21 7 11 9', 27, 26, 73940, 0.004251, 1.73936e+07
x, ida, Gap, pancake28, '14 22 25 9 6 18 17 4 1 27 8 5 11 15 3 12 13 20 16 10 26 2 7 19 21 24 0 23', 27, 26, 14540, 0.000948, 1.53376e+07
x, ida, Gap, pancake28, '15 22 8 23 17 5 25 19 24 6 11 3 21 4 26 1 27 16 14 7 2 20 13 0 9 10 18 12', 27, 27, 5192, 0.000315, 1.64825e+07
x, ida, Gap, pancake28, '24 15 18 2 20 17 22 8 26 12 4 7 9 16 1 5 14 27 0 19 11 3 10 6 13 25 21 23', 29, 28, 147299, 0.008429, 1.74753e+07
x, ida, Gap, pancake28, '16 15 19 25 23 7 17 22 5 4 0 24 9 14 11 10 1 18 13 3 6 26 2 27 8 20 12 21', 26, 25, 39862, 0.002303, 1.73087e+07
x, ida, Gap, pancake28, '1 7 12 23 14 8 22 4 18 25 11 10 6 17 13 21 24 15 5 16 20 27 2 3 19 9 0 26', 26, 26, 16677, 0.00101, 1.65119e+07
x, ida, Gap, pancake28, '5 4 21 23 14 20 0 10 13 9 16 1 22 2 25 27 12 8 17 6 26 7 24 19 3 18 11 15', 27, 27, 11489, 0.000938, 1.22484e+07
x, ida, Gap, pancake28, '5 14 16 8 15 21 11 4 17 27 0 18 13 20 23 19 6 2 7 1 25 24 22 26 10 12 9 3', 27, 27, 9837, 0.000733, 1.34202e+07
x, ida, Gap, pancake28, '2 22 24 16 6 10 27 14 5 20 21 13 4 25 23 0 17 11 7 12 8 3 26 1 19 9 18 15', 27, 27, 13367, 0.000854, 1.56522e+07
x, ida, Gap, pancake28, '20 0 21 2 3 9 1 12 24 14 27 4 17 19 15 18 22 5 7 16 10 6 13 25 23 26 8 11', 28, 27, 73994, 0.004304, 1.71919e+07
x, ida, Gap, pancake28, '25 15 11 14 4 12 7 8 10 21 19 3 18 2 0 6 22 24 5 1 13 16 9 27 20 17 26 23', 28, 27, 82039, 0.004805, 1.70737e+07
x, ida, Gap, pancake28, '6 22 12 0 26 8 27 7 20 15 16 13 1 14 17 24 21 4 9 19 5 23 11 2 3 25 18 10', 27, 26, 13765, 0.000788, 1.74683e+07
x, ida, Gap, pancake28, '15 0 6 9 8 25 2 16 26 1 14 12 13 5 27 23 17 11 10 20 4 21 24 7 19 22 18 3', 26, 25, 265557, 0.015765, 1.68447e+07
x, ida, Gap, pancake28, '7 25 16 24 18 19 14 5 21 15 12 11 6 0 23 26 1 22 13 17 8 9 2 4 10 27 20 3', 25, 25, 578, 3.8e-05, 1.52105e+07
x, ida, Gap, pancake28, '7 12 15 13 3 5 22 26 23 18 20 16 1 6 8 19 21 10 4 9 25 11 14 0 24 27 2 17', 28, 28, 67133, 0.003918, 1.71345e+07
x, ida, Gap, pancake28, '18 5 4 14 24 12 17 20 22 27 2 3 26 9 16 0 10 11 6 21 8 25 15 23 1 19 7 13', 26, 25, 14162, 0.000891, 1.58945e+07
x, ida, Gap, pancake28, '24 1 15 12 22 27 13 2 10 19 14 3 17 23 21 9 0 6 18 7 20 11 16 26 5 25 4 8', 28, 28, 2912, 0.00019, 1.53263e+07
x, ida, Gap, pancake28, '27 16 2 6 11 24 8 25 15 14 20 17 26 23 12 9 13 5 0 1 7 10 22 19 18 21 3 4', 25, 24, 17990, 0.001091, 1.64895e+07
x, ida, Gap, pancake28, '16 13 7 6 12 4 10 8 0 24 2 18 17 21 25 19 11 5 14 15 26 23 9 1 27 22 3 20', 26, 25, 79105, 0.004601, 1.7193e+07
x, ida, Gap, pancake28, '19 17 22 25 26 10 5 13 23 0 16 21 3 24 15 7 27 1 14 20 6 4 9 12 11 2 8 18', 27, 26, 61415, 0.003558, 1.72611e+07
x, ida, Gap, pancake28, '27 22 24 4 1 14 17 12 21 20 23 2 8 13 25 16 7 9 3 10 26 11 6 15 0 19 18 5', 27, 26, 264425, 0.01594, 1.65888e+07
x, ida, Gap, pancake28, '25 3 9 0 4 21 19 15 23 17 6 18 11 24 16 7 20 8 13 14 12 1 26 2 10 27 5 22', 27, 27, 29412, 0.002017, 1.45821e+07
x, ida, Gap, pancake28, '5 27 23 20 17 24 14 4 9 6 15 2 13 1 12 25 8 19 3 21 7 10 26 11 0 18 22 16', 29, 28, 244291, 0.01444, 1.69177e+07
x, ida, Gap, pancake28, '2 26 17 23 3 16 20 15 12 7 13 19 24 11 5 10 21 27 1 9 0 25 14 6 22 8 18 4', 28, 28, 29999, 0.001716, 1.74819e+07
x, ida, Gap, pancake28, '19 10 18 21 4 8 25 7 24 16 15 14 2 11 23 1 0 12 3 26 17 22 13 6 27 9 5 20', 26, 25, 222893, 0.013021, 1.7118e+07
x, ida, Gap, pancake28, '27 13 21 26 14 11 16 2 7 9 4 10 8 25 6 24 17 20 15 22 23 12 5 3 19 18 1 0', 25, 25, 1773, 0.000122, 1.45328e+07
x, ida, Gap, pancake28, '1 11 21 14 16 17 27 18 19 9 8 12 6 25 0 15 5 13 20 26 3 4 24 22 10 7 2 23', 25, 24, 34731, 0.002649, 1.3111e+07
x, ida, Gap, pancake28, '13 27 7 16 24 25 8 12 0 26 22 14 2 15 4 23 9 21 19 18 1 17 20 6 5 3 10 11', 24, 24, 2175, 0.000176, 1.2358e+07
x, ida, Gap, pancake28, '16 11 8 9 12 10 18 24 5 20 22 0 15 19 1 17 3 13 21 6 7 4 26 23 2 14 25 27', 25, 25, 9417, 0.000571, 1.64921e+07
x, ida, Gap, pancake28, '7 16 13 3 22 6 5 19 24 11 8 25 21 14 4 9 1 10 17 20 15 23 27 2 12 26 18 0', 28, 27, 169954, 0.009876, 1.72088e+07
x, ida, Gap, pancake28, '11 0 7 2 1 3 25 4 20 16 12 17 26 19 5 13 10 9 21 14 18 8 23 27 22 15 6 24', 27, 26, 91326, 0.005277, 1.73064e+07
x, ida, Gap, pancake28, '4 22 23 2 14 6 20 18 27 21 3 15 16 17 1 12 10 24 11 13 5 9 19 25 26 7 0 8', 26, 24, 1174994, 0.067589, 1.73844e+07
x, ida, Gap, pancake28, '7 5 27 2 22 16 25 26 13 23 3 17 15 21 12 24 10 9 14 19 1 4 8 0 18 20 6 11', 27, 26, 79062, 0.004554, 1.7361e+07
x, ida, Gap, pancake28, '19 27 21 25 12 11 5 20 9 14 6 2 1 26 16 8 22 7 18 15 0 24 10 13 3 4 23 17', 26, 25, 795490, 0.047203, 1.68525e+07
x, ida, Gap, pancake28, '4 24 26 18 23 7 2 3 6 0 12 8 15 25 21 17 5 1 13 22 16 10 20 27 11 14 9 19', 28, 27, 55925, 0.003388, 1.65068e+07
x, ida, Gap, pancake28, '19 5 0 15 13 18 17 27 20 4 1 21 26 11 24 23 10 3 8 16 25 22 14 12 2 7 9 6', 27, 26, 152765, 0.009039, 1.69007e+07
x, ida, Gap, pancake28, '24 14 2 0 18 6 25 22 7 5 10 12 16 1 11 20 19 8 4 13 21 23 27 3 15 17 26 9', 28, 27, 1241110, 0.071745, 1.72989e+07
x, ida, Gap, pancake28, '8 13 27 2 3 10 0 26 15 18 21 12 4 6 17 14 16 23 24 7 9 25 1 11 20 19 5 22', 26, 25, 683103, 0.039977, 1.70874e+07
x, ida, Gap, pancake28, '17 13 10 15 23 3 9 12 0 25 18 6 14 27 22 21 20 19 7 2 5 24 4 8 26 1 16 11', 25, 25, 282, 3.1e-05, 9.09677e+06
x, ida, Gap, pancake28, '19 6 1 22 25 21 8 5 27 12 24 3 7 23 17 10 9 4 11 14 0 26 15 18 20 13 2 16', 28, 27, 44939, 0.002567, 1.75064e+07
x, ida, Gap, pancake28, '24 6 5 2 18 4 23 15 22 14 11 27 26 17 10 20 16 3 8 13 7 1 21 19 25 12 0 9', 27, 26, 63876, 0.004015, 1.59093e+07
x, ida, Gap, pancake28, '25 26 0 27 6 3 18 15 16 4 8 17 23 1 9 5 21 2 19 12 11 7 10 20 13 14 24 22', 25, 24, 83881, 0.00493, 1.70144e+07
x, ida, Gap, pancake28, '21 14 1 10 22 18 2 25 8 27 15 6 5 12 0 24 17 4 20 19 11 23 13 7 3 16 26 9', 27, 26, 118759, 0.006826, 1.7398e+07
x, ida, Gap, pancake28, '27 5 9 1 24 16 15 21 22 11 25 2 13 10 18 12 20 17 6 26 19 4 0 8 23 3 7 14', 26, 26, 17230, 0.001066, 1.61632e+07
x, ida, Gap, pancake28, '25 3 14 12 1 16 20 21 24 15 2 23 6 11 22 17 10 13 8 0 19 7 18 5 27 9 4 26', 27, 27, 21510, 0.001227, 1.75306e+07
x, ida, Gap, pancake28, '24 10 11 26 8 27 0 6 15 25 5 1 14 7 17 13 21 2 23 4 3 12 9 16 22 19 20 18', 26, 25, 84520, 0.005322, 1.58812e+07
x, ida, Gap, pancake28, '1 12 25 22 14 4 3 24 27 11 2 5 21 6 9 26 7 19 17 18 13 8 0 15 16 20 10 23', 26, 25, 13255, 0.000812, 1.63239e+07
x, ida, Gap, pancake28, '19 14 4 6 23 15 2 1 0 8 7 22 17 5 12 10 25 18 21 26 9 3 11 13 27 20 24 16', 26, 25, 359696, 0.021169, 1.69916e+07
x, ida, Gap, pancake28, '21 1 16 17 15 14 20 27 25 4 8 22 24 9 10 11 6 23 5 13 0 19 18 12 2 7 3 26', 24, 23, 391733, 0.022329, 1.75437e+07
x, ida, Gap, pancake28, '7 18 27 20 11 8 9 15 3 26 16 5 14 21 4 23 2 1 22 25 0 13 10 6 17 19 12 24', 26, 26, 20277, 0.001554, 1.30483e+07
x, ida, Gap, pancake28, '5 19 11 16 0 18 8 25 27 21 2 24 20 7 9 10 1 22 6 15 26 23 4 14 13 17 12 3', 26, 26, 3528, 0.000248, 1.42258e+07
x, ida, Gap, pancake28, '27 0 24 8 18 4 9 2 14 21 1 11 22 20 10 19 25 7 12 23 6 5 26 16 13 15 17 3', 28, 27, 495029, 0.029022, 1.7057e+07
x, ida, Gap, pancake28, '26 24 17 7 21 4 20 14 13 10 3 27 9 16 18 1 23 19 2 15 8 12 0 5 22 6 25 11', 27, 27, 4495, 0.000297, 1.51347e+07
x, ida, Gap, pancake28, '15 3 2 19 11 14 13 22 26 20 17 1 0 6 16 12 7 24 9 4 21 8 27 18 5 23 10 25', 26, 25, 15474, 0.00089, 1.73865e+07
x, ida, Gap, pancake28, '4 18 2 24 21 14 17 13 7 15 26 22 19 6 27 1 11 25 20 0 10 8 3 12 5 9 23 16', 29, 28, 78722, 0.00455, 1.73015e+07
x, ida, Gap, pancake28, '15 5 7 24 4 3 18 1 13 17 10 26 16 22 19 25 14 6 27 2 8 11 0 20 23 9 12 21', 28, 27, 210741, 0.012778, 1.64925e+07
x, ida, Gap, pancake28, '20 9 2 16 25 13 10 14 0 21 24 22 17 11 3 6 18 1 15 26 27 5 23 8 7 19 12 4', 27, 26, 57884, 0.003334, 1.73617e+07
x, ida, Gap, pancake28, '23 24 21 10 12 2 18 16 19 27 13 20 11 17 6 1 3 7 4 14 0 15 8 5 25 9 26 22', 27, 27, 40956, 0.002365, 1.73175e+07
x, ida, Gap, pancake28, '10 5 7 18 13 3 19 16 20 8 15 12 6 21 1 22 9 25 27 23 14 24 0 17 4 2 26 11', 28, 28, 111692, 0.006424, 1.73867e+07
x, ida, Gap, pancake28, '7 23 25 22 0 1 26 11 6 14 17 5 16 20 2 4 21 18 12 19 3 13 9 15 24 8 27 10', 27, 27, 27307, 0.001843, 1.48166e+07
x, ida, Gap, pancake28, '7 10 8 1 9 2 24 5 12 25 20 6 26 14 17 4 19 0 18 13 22 27 3 11 16 23 21 15', 29, 28, 416056, 0.02408, 1.72781e+07
x, ida, Gap, pancake28, '1 3 15 9 13 11 17 22 21 26 18 24 25 20 8 6 7 2 23 27 19 12 10 4 16 14 0 5', 26, 25, 43256, 0.002795, 1.54762e+07
x, ida, Gap, pancake28, '24 7 10 15 22 9 13 19 1 4 0 27 14 23 11 6 20 12 5 25 2 18 8 16 3 17 21 26', 28, 28, 2069, 0.000142, 1.45704e+07
x, ida, Gap, pancake28, '4 13 15 11 1 8 14 19 7 2 20 17 3 18 9 6 12 22 21 10 5 25 16 0 26 27 24 23', 26, 25, 43386, 0.002479, 1.75014e+07
