grupo, algorithm, heuristic ,domain, instance, cost,h0, generated, time, gen_per_sec
x, astar, Gap, pancakes28, '26 24 16 25 5 8 12 19 11 7 4 13 10 22 20 17 2 27 6 18 1 9 14 3 0 15 23 21', 29, 28, 351552, 0.128374, 2.7385e+06
x, astar, Gap, pancakes28, '9 16 23 17 27 0 13 8 6 5 10 14 7 26 2 3 18 25 12 11 15 4 24 1 20 22 21 19', 25, 24, 67365, 0.023169, 2.90755e+06
x, astar, Gap, pancakes28, '20 15 11 7 24 23 21 0 17 2 16 12 19 18 26 1 13 6 4 9 14 25 27 22 10 3 8 5', 27, 26, 691603, 0.253023, 2.73336e+06
x, astar, Gap, pancakes28, '18 22 11 19 3 13 27 1 12 26 5 21 10 23 15 25 2 20 14 24 9 17 8 16 0 6 7 4', 28, 27, 65111, 0.022485, 2.89575e+06
x, astar, Gap, pancakes28, '17 15 12 1 5 24 8 20 9 11 25 10 7 6 19 0 23 26 18 4 3 27 21 2 16 22 14 13', 26, 25, 59286, 0.02099, 2.82449e+06
x, astar, Gap, pancakes28, '22 9 19 1 12 0 5 4 2 10 15 21 11 24 6 16 25 3 18 26 7 20 13 23 8 17 14 27', 27, 26, 31425, 0.012805, 2.45412e+06
x, astar, Gap, pancakes28, '16 17 15 6 13 9 25 10 26 22 5 3 19 14 18 0 20 1 23 12 7 21 27 24 4 11 2 8', 27, 27, 24652, 0.007622, 3.23432e+06
x, astar, Gap, pancakes28, '6 2 19 23 11 16 8 12 20 21 0 1 5 13 17 10 24 4 18 22 7 15 26 25 27 9 3 14', 27, 25, 1868736, 0.734938, 2.54271e+06
x, astar, Gap, pancakes28, '1 18 9 22 19 12 16 11 26 20 13 14 5 25 24 17 6 2 10 0 4 21 7 8 15 23 27 3', 26, 25, 102708, 0.04278, 2.40084e+06
x, astar, Gap, pancakes28, '14 2 27 3 1 10 8 15 19 16 26 12 24 7 21 4 0 6 22 13 23 5 11 9 18 17 20 25', 28, 27, 118752, 0.045842, 2.59046e+06
x, astar, Gap, pancakes28, '5 27 18 10 4 22 19 13 9 2 0 26 8 1 17 7 25 11 21 20 15 16 12 6 23 24 3 14', 25, 25, 7714, 0.002659, 2.90109e+06
x, astar, Gap, pancakes28, '2 4 10 26 6 18 1 17 11 14 19 22 0 15 23 21 16 13 27 24 8 25 7 3 12 20 5 9', 29, 28, 434455, 0.171967, 2.52639e+06
x, astar, Gap, pancakes28, '7 25 2 26 11 24 1 0 4 8 10 19 18 5 27 17 13 21 15 6 14 9 12 3 16 23 22 20', 26, 25, 53291, 0.021082, 2.5278e+06
x, astar, Gap, pancakes28, '8 2 13 3 11 4 19 17 9 18 27 25 23 22 14 1 15 12 26 0 5 16 6 10 24 21 20 7', 26, 26, 4162, 0.001468, 2.83515e+06
x, astar, Gap, pancakes28, '6 12 7 17 15 20 3 24 16 18 8 10 21 22 9 19 4 0 11 27 2 26 13 1 25 14 23 5', 28, 27, 82664, 0.027498, 3.00618e+06
x, astar, Gap, pancakes28, '9 21 19 8 7 6 12 13 1 3 26 4 15 5 22 23 11 16 25 27 14 0 10 17 18 24 2 20', 24, 23, 128735, 0.045975, 2.80011e+06
x, astar, Gap, pancakes28, '11 17 27 4 21 2 23 16 26 7 24 18 6 25 19 1 0 10 9 15 12 5 13 8 14 3 22 20', 27, 26, 12835, 0.004455, 2.88103e+06
x, astar, Gap, pancakes28, '0 12 23 18 22 6 25 4 7 8 2 3 1 11 16 9 17 26 20 21 13 27 10 14 5 24 19 15', 26, 25, 101253, 0.033512, 3.0214e+06
x, astar, Gap, pancakes28, '8 3 11 9 2 21 23 24 1 13 19 27 6 5 7 17 22 10 14 25 26 15 18 4 20 0 12 16', 26, 25, 62224, 0.02174, 2.86219e+06
x, astar, Gap, pancakes28, '13 10 1 18 23 27 8 6 17 21 12 2 16 7 25 11 15 22 0 5 9 14 20 3 26 24 4 19', 29, 28, 97664, 0.034597, 2.8229e+06
x, astar, Gap, pancakes28, '8 7 12 24 25 5 23 4 13 0 27 18 14 19 16 2 15 1 21 26 20 6 10 3 22 11 9 17', 27, 26, 21870, 0.006944, 3.14948e+06
x, astar, Gap, pancakes28, '21 6 4 17 23 20 13 12 5 22 8 7 18 14 27 16 9 24 25 15 3 1 10 11 26 0 2 19', 25, 24, 252000, 0.092891, 2.71286e+06
x, astar, Gap, pancakes28, '5 27 25 16 15 20 22 8 24 14 18 26 6 11 21 9 3 4 17 19 7 10 23 13 0 12 2 1', 26, 25, 186213, 0.065485, 2.8436e+06
x, astar, Gap, pancakes28, '14 20 12 4 9 8 3 7 5 13 26 2 23 22 21 18 25 19 6 17 27 11 15 0 10 1 24 16', 26, 25, 77150, 0.027242, 2.83202e+06
x, astar, Gap, pancakes28, '3 19 10 21 26 16 23 24 5 7 18 22 11 8 15 1 4 20 9 12 0 2 27 25 14 13 17 6', 27, 26, 52795, 0.018615, 2.83615e+06
x, astar, Gap, pancakes28, '11 24 4 16 18 10 1 15 0 13 3 9 23 12 20 19 26 27 7 17 25 21 6 2 14 8 22 5', 27, 26, 810680, 0.291052, 2.78534e+06
x, astar, Gap, pancakes28, '19 20 2 9 16 14 27 12 24 26 3 0 25 11 17 5 21 22 10 4 8 23 1 18 7 13 15 6', 27, 26, 121162, 0.045538, 2.66068e+06
x, astar, Gap, pancakes28, '3 26 4 6 22 14 25 11 13 21 0 17 10 5 7 24 19 9 2 23 1 15 12 18 20 8 16 27', 27, 27, 6704, 0.002417, 2.77369e+06
x, astar, Gap, pancakes28, '14 5 1 16 19 23 15 4 8 20 6 17 24 2 10 25 0 7 18 21 11 13 9 3 27 26 12 22', 28, 27, 261079, 0.096324, 2.71043e+06
x, astar, Gap, pancakes28, '25 14 11 17 3 9 7 26 5 1 0 21 20 8 24 18 10 16 27 23 4 6 15 22 19 2 12 13', 26, 25, 83675, 0.030879, 2.70977e+06
x, astar, Gap, pancakes28, '17 20 25 19 5 12 10 7 6 3 9 11 0 24 26 18 4 14 22 21 13 2 27 1 23 8 16 15', 26, 25, 8704, 0.002828, 3.07779e+06
x, astar, Gap, pancakes28, '4 14 3 11 7 12 0 21 19 1 8 27 16 10 9 18 25 13 20 17 22 23 5 2 24 6 15 26', 27, 26, 258487, 0.095577, 2.70449e+06
x, astar, Gap, pancakes28, '4 18 23 25 20 7 24 6 16 11 27 17 19 3 13 12 2 1 0 15 22 26 8 9 21 10 14 5', 25, 24, 236408, 0.089316, 2.64687e+06
x, astar, Gap, pancakes28, '15 0 5 23 20 4 1 10 16 7 24 26 25 27 9 14 13 8 18 11 2 22 6 12 17 3 21 19', 28, 26, 2716339, 1.0065, 2.6988e+06
x, astar, Gap, pancakes28, '21 3 13 20 26 23 16 17 18 25 4 6 15 1 9 5 19 7 0 27 24 22 10 2 12 14 8 11', 27, 26, 120243, 0.04327, 2.7789e+06
x, astar, Gap, pancakes28, '14 22 9 6 4 18 10 2 21 16 8 25 12 26 3 15 0 1 13 19 24 27 5 20 11 23 7 17', 28, 27, 739730, 0.26691, 2.77146e+06
x, astar, Gap, pancakes28, '8 24 1 27 14 10 22 2 17 12 9 26 13 16 6 23 25 21 0 7 19 3 20 15 18 4 5 11', 27, 27, 10550, 0.003144, 3.3556e+06
x, astar, Gap, pancakes28, '2 17 5 6 19 14 27 18 1 20 23 12 22 16 24 10 7 3 26 21 13 25 8 11 0 15 9 4', 27, 27, 3511, 0.001091, 3.21815e+06
x, astar, Gap, pancakes28, '21 26 24 16 14 10 8 0 4 19 17 2 11 6 23 1 20 18 9 5 3 25 15 7 27 22 12 13', 27, 27, 23094, 0.007513, 3.07387e+06
x, astar, Gap, pancakes28, '24 21 11 19 18 2 15 27 5 0 16 7 1 26 13 8 14 25 3 17 12 20 10 23 9 6 4 22', 28, 27, 390634, 0.135776, 2.87705e+06
x, astar, Gap, pancakes28, '15 12 0 5 10 20 25 26 4 14 11 9 19 6 21 13 27 3 1 2 23 18 17 7 24 16 8 22', 25, 25, 2394, 0.000717, 3.33891e+06
x, astar, Gap, pancakes28, '27 19 6 5 8 10 0 4 13 22 17 14 2 11 12 20 24 21 23 15 7 9 3 18 16 25 1 26', 27, 26, 13485, 0.004794, 2.81289e+06
x, astar, Gap, pancakes28, '17 24 15 3 16 9 10 13 11 2 6 12 1 5 18 8 19 25 0 4 7 23 27 22 20 26 14 21', 27, 27, 9787, 0.003104, 3.15303e+06
x, astar, Gap, pancakes28, '23 24 25 13 9 2 16 8 15 27 0 7 3 20 21 4 14 11 22 1 17 26 18 12 5 6 19 10', 25, 24, 108746, 0.041305, 2.63276e+06
x, astar, Gap, pancakes28, '2 11 18 5 21 25 13 0 22 7 9 16 26 1 14 4 8 24 23 6 15 12 3 17 20 27 19 10', 28, 27, 248256, 0.092269, 2.69057e+06
x, astar, Gap, pancakes28, '16 11 23 4 13 17 26 2 20 18 24 7 0 14 8 25 15 19 12 1 27 5 6 3 22 9 21 10', 27, 27, 10709, 0.003264, 3.28094e+06
x, astar, Gap, pancakes28, '1 20 18 25 12 22 11 4 7 8 21 26 5 14 9 10 0 13 23 3 15 17 27 16 19 6 2 24', 27, 26, 110218, 0.043124, 2.55584e+06
x, astar, Gap, pancakes28, '1 18 7 9 3 14 21 12 17 26 25 11 8 13 4 24 16 22 23 27 6 20 0 5 19 10 15 2', 27, 26, 724180, 0.259548, 2.79016e+06
x, astar, Gap, pancakes28, '20 2 16 9 10 6 7 1 4 22 15 5 3 19 17 18 27 14 8 12 24 13 23 0 11 26 21 25', 26, 25, 514954, 0.197854, 2.6027e+06
x, astar, Gap, pancakes28, '2 20 12 26 9 15 13 22 1 4 19 24 10 21 27 11 6 0 16 14 25 3 23 18 8 17 7 5', 28, 28, 32151, 0.011013, 2.91937e+06
x, astar, Gap, pancakes28, '1 11 25 17 15 2 24 7 21 10 6 22 16 4 13 19 0 20 14 12 3 23 18 5 8 9 26 27', 26, 25, 80012, 0.028178, 2.83952e+06
x, astar, Gap, pancakes28, '25 12 4 9 13 5 6 20 19 8 26 15 7 24 0 3 1 2 23 27 22 10 14 16 18 11 17 21', 25, 25, 1432, 0.000411, 3.48418e+06
x, astar, Gap, pancakes28, '9 8 21 27 24 1 7 3 13 14 12 17 5 22 15 18 16 20 10 0 4 26 2 25 11 19 6 23', 26, 26, 13306, 0.004545, 2.92761e+06
x, astar, Gap, pancakes28, '18 2 7 13 11 19 24 21 22 23 4 20 25 17 10 16 6 5 0 8 15 9 14 3 12 26 1 27', 25, 24, 288780, 0.103831, 2.78125e+06
x, astar, Gap, pancakes28, '26 19 21 9 1 5 22 16 0 18 23 4 27 3 6 11 25 13 8 17 24 2 15 20 12 7 10 14', 29, 28, 444349, 0.175519, 2.53163e+06
x, astar, Gap, pancakes28, '25 8 27 15 17 18 16 20 6 5 13 19 14 24 3 7 9 10 0 23 11 2 22 26 4 12 21 1', 26, 25, 81228, 0.028626, 2.83756e+06
x, astar, Gap, pancakes28, '1 27 15 9 6 5 19 4 3 18 21 20 26 17 22 8 23 16 0 13 25 11 2 12 14 10 7 24', 25, 25, 4005, 0.001186, 3.3769e+06
x, astar, Gap, pancakes28, '3 26 8 6 5 16 25 12 23 20 10 21 13 0 22 19 17 11 7 4 15 14 1 9 24 2 18 27', 26, 25, 802981, 0.307172, 2.61411e+06
x, astar, Gap, pancakes28, '25 3 27 14 20 0 19 17 6 21 1 15 22 4 10 5 12 24 7 8 26 11 2 9 16 13 23 18', 28, 27, 653666, 0.239776, 2.72615e+06
x, astar, Gap, pancakes28, '15 3 22 14 24 9 10 27 19 25 17 26 23 8 11 20 7 21 1 18 0 13 16 4 2 6 12 5', 27, 27, 29392, 0.010113, 2.90636e+06
x, astar, Gap, pancakes28, '15 17 6 27 1 19 20 16 23 3 12 0 25 22 18 5 4 10 14 24 26 13 2 8 21 7 11 9', 27, 26, 352308, 0.125291, 2.81192e+06
x, astar, Gap, pancakes28, '14 22 25 9 6 18 17 4 1 27 8 5 11 15 3 12 13 20 16 10 26 2 7 19 21 24 0 23', 27, 26, 271867, 0.10002, 2.71813e+06
x, astar, Gap, pancakes28, '15 22 8 23 17 5 25 19 24 6 11 3 21 4 26 1 27 16 14 7 2 20 13 0 9 10 18 12', 27, 27, 2913, 0.000904, 3.22235e+06
x, astar, Gap, pancakes28, '24 15 18 2 20 17 22 8 26 12 4 7 9 16 1 5 14 27 0 19 11 3 10 6 13 25 21 23', 29, 28, 237760, 0.089385, 2.65995e+06
x, astar, Gap, pancakes28, '16 15 19 25 23 7 17 22 5 4 0 24 9 14 11 10 1 18 13 3 6 26 2 27 8 20 12 21', 26, 25, 147238, 0.054795, 2.68707e+06
x, astar, Gap, pancakes28, '1 7 12 23 14 8 22 4 18 25 11 10 6 17 13 21 24 15 5 16 20 27 2 3 19 9 0 26', 26, 26, 1224, 0.00047, 2.60426e+06
x, astar, Gap, pancakes28, '5 4 21 23 14 20 0 10 13 9 16 1 22 2 25 27 12 8 17 6 26 7 24 19 3 18 11 15', 27, 27, 12573, 0.003884, 3.23713e+06
x, astar, Gap, pancakes28, '5 14 16 8 15 21 11 4 17 27 0 18 13 20 23 19 6 2 7 1 25 24 22 26 10 12 9 3', 27, 27, 5462, 0.001639, 3.33252e+06
x, astar, Gap, pancakes28, '2 22 24 16 6 10 27 14 5 20 21 13 4 25 23 0 17 11 7 12 8 3 26 1 19 9 18 15', 27, 27, 886, 0.000309, 2.86731e+06
x, astar, Gap, pancakes28, '20 0 21 2 3 9 1 12 24 14 27 4 17 19 15 18 22 5 7 16 10 6 13 25 23 26 8 11', 28, 27, 52076, 0.020167, 2.58224e+06
x, astar, Gap, pancakes28, '25 15 11 14 4 12 7 8 10 21 19 3 18 2 0 6 22 24 5 1 13 16 9 27 20 17 26 23', 28, 27, 48482, 0.01555, 3.11781e+06
x, astar, Gap, pancakes28, '6 22 12 0 26 8 27 7 20 15 16 13 1 14 17 24 21 4 9 19 5 23 11 2 3 25 18 10', 27, 26, 24118, 0.00719, 3.35438e+06
x, astar, Gap, pancakes28, '15 0 6 9 8 25 2 16 26 1 14 12 13 5 27 23 17 11 10 20 4 21 24 7 19 22 18 3', 26, 25, 216403, 0.083723, 2.58475e+06
x, astar, Gap, pancakes28, '7 25 16 24 18 19 14 5 21 15 12 11 6 0 23 26 1 22 13 17 8 9 2 4 10 27 20 3', 25, 25, 11121, 0.003526, 3.154e+06
x, astar, Gap, pancakes28, '7 12 15 13 3 5 22 26 23 18 20 16 1 6 8 19 21 10 4 9 25 11 14 0 24 27 2 17', 28, 28, 43276, 0.015116, 2.86293e+06
x, astar, Gap, pancakes28, '18 5 4 14 24 12 17 20 22 27 2 3 26 9 16 0 10 11 6 21 8 25 15 23 1 19 7 13', 26, 25, 339285, 0.124069, 2.73465e+06
x, astar, Gap, pancakes28, '24 1 15 12 22 27 13 2 10 19 14 3 17 23 21 9 0 6 18 7 20 11 16 26 5 25 4 8', 28, 28, 61364, 0.021432, 2.8632e+06
x, astar, Gap, pancakes28, '27 16 2 6 11 24 8 25 15 14 20 17 26 23 12 9 13 5 0 1 7 10 22 19 18 21 3 4', 25, 24, 116551, 0.042433, 2.74671e+06
x, astar, Gap, pancakes28, '16 13 7 6 12 4 10 8 0 24 2 18 17 21 25 19 11 5 14 15 26 23 9 1 27 22 3 20', 26, 25, 13778, 0.004996, 2.75781e+06
x, astar, Gap, pancakes28, '19 17 22 25 26 10 5 13 23 0 16 21 3 24 15 7 27 1 14 20 6 4 9 12 11 2 8 18', 27, 26, 91758, 0.032502, 2.82315e+06
x, astar, Gap, pancakes28, '27 22 24 4 1 14 17 12 21 20 23 2 8 13 25 16 7 9 3 10 26 11 6 15 0 19 18 5', 27, 26, 1239565, 0.462898, 2.67784e+06
x, astar, Gap, pancakes28, '25 3 9 0 4 21 19 15 23 17 6 18 11 24 16 7 20 8 13 14 12 1 26 2 10 27 5 22', 27, 27, 3797, 0.001213, 3.13026e+06
x, astar, Gap, pancakes28, '5 27 23 20 17 24 14 4 9 6 15 2 13 1 12 25 8 19 3 21 7 10 26 11 0 18 22 16', 29, 28, 664163, 0.239674, 2.77111e+06
x, astar, Gap, pancakes28, '2 26 17 23 3 16 20 15 12 7 13 19 24 11 5 10 21 27 1 9 0 25 14 6 22 8 18 4', 28, 28, 13254, 0.004585, 2.89073e+06
x, astar, Gap, pancakes28, '19 10 18 21 4 8 25 7 24 16 15 14 2 11 23 1 0 12 3 26 17 22 13 6 27 9 5 20', 26, 25, 89918, 0.031843, 2.82379e+06
x, astar, Gap, pancakes28, '27 13 21 26 14 11 16 2 7 9 4 10 8 25 6 24 17 20 15 22 23 12 5 3 19 18 1 0', 25, 25, 8081, 0.002502, 3.22982e+06
x, astar, Gap, pancakes28, '1 11 21 14 16 17 27 18 19 9 8 12 6 25 0 15 5 13 20 26 3 4 24 22 10 7 2 23', 25, 24, 268857, 0.098991, 2.71597e+06
x, astar, Gap, pancakes28, '13 27 7 16 24 25 8 12 0 26 22 14 2 15 4 23 9 21 19 18 1 17 20 6 5 3 10 11', 24, 24, 8940, 0.002895, 3.08808e+06
x, astar, Gap, pancakes28, '16 11 8 9 12 10 18 24 5 20 22 0 15 19 1 17 3 13 21 6 7 4 26 23 2 14 25 27', 25, 25, 1250, 0.000485, 2.57732e+06
x, astar, Gap, pancakes28, '7 16 13 3 22 6 5 19 24 11 8 25 21 14 4 9 1 10 17 20 15 23 27 2 12 26 18 0', 28, 27, 398374, 0.140747, 2.83043e+06
x, astar, Gap, pancakes28, '11 0 7 2 1 3 25 4 20 16 12 17 26 19 5 13 10 9 21 14 18 8 23 27 22 15 6 24', 27, 26, 60799, 0.022547, 2.69654e+06
x, astar, Gap, pancakes28, '4 22 23 2 14 6 20 18 27 21 3 15 16 17 1 12 10 24 11 13 5 9 19 25 26 7 0 8', 26, 24, 1205954, 0.453166, 2.66117e+06
x, astar, Gap, pancakes28, '7 5 27 2 22 16 25 26 13 23 3 17 15 21 12 24 10 9 14 19 1 4 8 0 18 20 6 11', 27, 26, 62476, 0.021695, 2.87974e+06
x, astar, Gap, pancakes28, '19 27 21 25 12 11 5 20 9 14 6 2 1 26 16 8 22 7 18 15 0 24 10 13 3 4 23 17', 26, 25, 576100, 0.212979, 2.70496e+06
x, astar, Gap, pancakes28, '4 24 26 18 23 7 2 3 6 0 12 8 15 25 21 17 5 1 13 22 16 10 20 27 11 14 9 19', 28, 27, 739861, 0.269624, 2.74405e+06
x, astar, Gap, pancakes28, '19 5 0 15 13 18 17 27 20 4 1 21 26 11 24 23 10 3 8 16 25 22 14 12 2 7 9 6', 27, 26, 100272, 0.036081, 2.77908e+06
x, astar, Gap, pancakes28, '24 14 2 0 18 6 25 22 7 5 10 12 16 1 11 20 19 8 4 13 21 23 27 3 15 17 26 9', 28, 27, 593352, 0.218966, 2.70979e+06
x, astar, Gap, pancakes28, '8 13 27 2 3 10 0 26 15 18 21 12 4 6 17 14 16 23 24 7 9 25 1 11 20 19 5 22', 26, 25, 405897, 0.141843, 2.86159e+06
x, astar, Gap, pancakes28, '17 13 10 15 23 3 9 12 0 25 18 6 14 27 22 21 20 19 7 2 5 24 4 8 26 1 16 11', 25, 25, 12142, 0.004624, 2.62587e+06
x, astar, Gap, pancakes28, '19 6 1 22 25 21 8 5 27 12 24 3 7 23 17 10 9 4 11 14 0 26 15 18 20 13 2 16', 28, 27, 86309, 0.029884, 2.88813e+06
x, astar, Gap, pancakes28, '24 6 5 2 18 4 23 15 22 14 11 27 26 17 10 20 16 3 8 13 7 1 21 19 25 12 0 9', 27, 26, 117994, 0.043982, 2.68278e+06
x, astar, Gap, pancakes28, '25 26 0 27 6 3 18 15 16 4 8 17 23 1 9 5 21 2 19 12 11 7 10 20 13 14 24 22', 25, 24, 104355, 0.034899, 2.9902e+06
x, astar, Gap, pancakes28, '21 14 1 10 22 18 2 25 8 27 15 6 5 12 0 24 17 4 20 19 11 23 13 7 3 16 26 9', 27, 26, 81379, 0.028608, 2.84462e+06
x, astar, Gap, pancakes28, '27 5 9 1 24 16 15 21 22 11 25 2 13 10 18 12 20 17 6 26 19 4 0 8 23 3 7 14', 26, 26, 9694, 0.002964, 3.27058e+06
x, astar, Gap, pancakes28, '25 3 14 12 1 16 20 21 24 15 2 23 6 11 22 17 10 13 8 0 19 7 18 5 27 9 4 26', 27, 27, 1016, 0.000314, 3.23567e+06
x, astar, Gap, pancakes28, '24 10 11 26 8 27 0 6 15 25 5 1 14 7 17 13 21 2 23 4 3 12 9 16 22 19 20 18', 26, 25, 75181, 0.027431, 2.74073e+06
x, astar, Gap, pancakes28, '1 12 25 22 14 4 3 24 27 11 2 5 21 6 9 26 7 19 17 18 13 8 0 15 16 20 10 23', 26, 25, 147640, 0.052566, 2.80866e+06
x, astar, Gap, pancakes28, '19 14 4 6 23 15 2 1 0 8 7 22 17 5 12 10 25 18 21 26 9 3 11 13 27 20 24 16', 26, 25, 24181, 0.00712, 3.39621e+06
x, astar, Gap, pancakes28, '21 1 16 17 15 14 20 27 25 4 8 22 24 9 10 11 6 23 5 13 0 19 18 12 2 7 3 26', 24, 23, 231745, 0.087813, 2.63907e+06
x, astar, Gap, pancakes28, '7 18 27 20 11 8 9 15 3 26 16 5 14 21 4 23 2 1 22 25 0 13 10 6 17 19 12 24', 26, 26, 26064, 0.009196, 2.83428e+06
x, astar, Gap, pancakes28, '5 19 11 16 0 18 8 25 27 21 2 24 20 7 9 10 1 22 6 15 26 23 4 14 13 17 12 3', 26, 26, 21877, 0.006562, 3.33389e+06
x, astar, Gap, pancakes28, '27 0 24 8 18 4 9 2 14 21 1 11 22 20 10 19 25 7 12 23 6 5 26 16 13 15 17 3', 28, 27, 564142, 0.20812, 2.71066e+06
x, astar, Gap, pancakes28, '26 24 17 7 21 4 20 14 13 10 3 27 9 16 18 1 23 19 2 15 8 12 0 5 22 6 25 11', 27, 27, 27576, 0.010126, 2.72329e+06
x, astar, Gap, pancakes28, '15 3 2 19 11 14 13 22 26 20 17 1 0 6 16 12 7 24 9 4 21 8 27 18 5 23 10 25', 26, 25, 236521, 0.087292, 2.70954e+06
x, astar, Gap, pancakes28, '4 18 2 24 21 14 17 13 7 15 26 22 19 6 27 1 11 25 20 0 10 8 3 12 5 9 23 16', 29, 28, 398316, 0.141181, 2.82131e+06
x, astar, Gap, pancakes28, '15 5 7 24 4 3 18 1 13 17 10 26 16 22 19 25 14 6 27 2 8 11 0 20 23 9 12 21', 28, 27, 94225, 0.032081, 2.9371e+06
x, astar, Gap, pancakes28, '20 9 2 16 25 13 10 14 0 21 24 22 17 11 3 6 18 1 15 26 27 5 23 8 7 19 12 4', 27, 26, 496809, 0.186776, 2.65992e+06
x, astar, Gap, pancakes28, '23 24 21 10 12 2 18 16 19 27 13 20 11 17 6 1 3 7 4 14 0 15 8 5 25 9 26 22', 27, 27, 1302, 0.000397, 3.2796e+06
x, astar, Gap, pancakes28, '10 5 7 18 13 3 19 16 20 8 15 12 6 21 1 22 9 25 27 23 14 24 0 17 4 2 26 11', 28, 28, 33513, 0.01177, 2.84732e+06
x, astar, Gap, pancakes28, '7 23 25 22 0 1 26 11 6 14 17 5 16 20 2 4 21 18 12 19 3 13 9 15 24 8 27 10', 27, 27, 730, 0.000265, 2.75472e+06
x, astar, Gap, pancakes28, '7 10 8 1 9 2 24 5 12 25 20 6 26 14 17 4 19 0 18 13 22 27 3 11 16 23 21 15', 29, 28, 404319, 0.142611, 2.83512e+06
x, astar, Gap, pancakes28, '1 3 15 9 13 11 17 22 21 26 18 24 25 20 8 6 7 2 23 27 19 12 10 4 16 14 0 5', 26, 25, 10216, 0.003625, 2.81821e+06
x, astar, Gap, pancakes28, '24 7 10 15 22 9 13 19 1 4 0 27 14 23 11 6 20 12 5 25 2 18 8 16 3 17 21 26', 28, 28, 35442, 0.012112, 2.92619e+06
